Timestamp,Are you currently or have you ever been a dues-paying member of Chicago DSA or another chapter of DSA?,"How long have you been/were you a dues-paying member of Chicago DSA? 

Please approximate to the best of your ability or look up the exact date you joined DSA by following this link: https://proof.dsausa.org/card. 

If you have never been a dues-paying member of Chicago DSA, scroll to the bottom of the page and click ""Next"".","What territory branch do you belong to?

You can look up your territory branch by scrolling to the map on the bottom of this page: https://chicagodsa.org/chicago-dsa-territorial-branches/.","Have you been to any Chicago DSA events? 

If you have never been to a Chicago DSA event, select ""No"" below, then scroll to the bottom of the page and click ""Next"".","How many Chicago DSA events have you attended in the last 12 months?

Please estimate to the best of your ability.","When was the first event you attended?

Please estimate to the best of your ability.",What was the first Chicago DSA event you attended?,"Which of the following Chicago DSA activities have you participated in?

Please select all that apply.",How long was the period between your first Chicago DSA event and your second Chicago DSA event?,"Did you have one-on-one interactions, beyond the specific objectives of the meeting or activity, with anyone from the following groups before, during, or after your first meeting?

This question asks about deeper, more personal interactions that occurred beyond the stated purpose of the meeting or activity (i.e., interactions that took place outside of a political discussion, outside of addressing agenda items, etc.).","Were you contacted by anyone in the organization (by phone, text, or email) after you attended your first event?","During or after your first couple of events, were you assigned a specific task/action (e.g., tabling, making calls, specific reading) or explicitly invited to another Chicago DSA event?","Have you been involved in any of the following leadership activities within Chicago DSA? 

Select all that apply.","Have you trained others in leadership activities (e.g., canvassing training, meeting facilitation training, political education)?","If yes, please describe the leadership activities you've participated in:","How long (in years) have you lived in Cook County?

If you have lived here less than one year, input .25, .5, etc. If you moved away and later moved back, please sum the total number of years and input that number below.","On a scale of 1 (Not at all similar) to 5 (Extremely similar), how similar do you feel to the average Chicago DSA member?","On a scale of 1 (Not at all welcome) to 5 (Extremely welcome), how welcomed do you feel at Chicago DSA events?","What do you get out of, or hope to get out of, your involvement in Chicago DSA? Select all that apply.","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Childcare/domestic responsibilities]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Limited free time]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Schedule conflicts with Chicago DSA event times]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Feeling overwhelmed by the work/organization]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Feeling overwhelmed by the state of the country]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [General mental health (e.g., depression, anxiety, etc.)]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Social anxiety (e.g., fear of not fitting in with Chicago DSA members, anxiety about working with others)]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Safety concerns (personal or political)]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Not interested in Chicago DSA]","If you indicated above that you feel overwhelmed by the work/organization, which of the following best describes why you feel overwhelmed regarding Chicago DSA activities/organization? 

Select all that apply.","Are there any other factors that impact your ability to participate in Chicago DSA activities? If so, please describe.",Is there anything else you think we should know about your experience with Chicago DSA that we haven't covered in this survey?,Which of the following best describes your racial identity? Select all that apply.,"What is your gender identity? 

Select all that apply.",What is your sexual orientation?,Which range best describes your total household income before taxes?,"To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Chicago DSA's limited racial and ethnic diversity]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Row 11]","To what extent do the following factors limit your ability to participate in Chicago DSA activities? (1 = Not at all a limit, 5 = A significant limit) [Physical accessibility of activities]","Do you identify as a person with a disability?

Select all that apply."
2/25/2026 20:23,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than a year,,No,,,,,,,,,,,,10,3,,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Networking/professional development, Political education and deepening my understanding of socialism and political theory",1 (Not at all a limit),5 (A significant limit),1 (Not at all a limit),3,1 (Not at all a limit),2,4,1 (Not at all a limit),1 (Not at all a limit),,,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$75,000 to $99,999",1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
2/25/2026 22:09,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than a year,South Side,Yes,1,1/1/2019,"working group meeting (well, actually a Jacobin reading group in 2015 or 2017 or something)","Branch event, Chicago DSA 101 or 102, Committee meeting, Executive or steering committee meeting, General Chapter Meeting, Outreach/canvassing, Phone/text banking, Political education event, Protest/rally, Social event, Strike support",1-4 weeks,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",No,No.,"Organized or facilitated meetings, events, or actions, Organized new member engagement (E.g., onboarding, follow-up calls)",Yes,"isn't this a de-anonymizing question? i was in a campaign committee where we prioritized training regular participants to lead canvasses and phone banks, to think through agenda creation and facilitation, and worked collectively on political education.",28,4,5,"A sense of purpose/fighting for what's right, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),2,2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),3,,Primarily ideological differences and disagreements with organizing methods,"I'm very thankful for the organizing training I received through CDSA -- how to plan actions, how to do organizing conversations, keep lists, do assessments, etc. I left the org because I didn't see a path forward for improving its commitment to substantive democracy (as opposed to 3-for 3-against move-to-vote formal democracy), which I think prevented the chapter from directly debating important strategic questions. I know there are dedicated activists and organizers in the chapter, some of whom I still organize with, and I hope they're moving forward a democratic culture within the chapter.","White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$50,000 to $74,999",4,,2,"Yes, I have a mental health–related disability (e.g., anxiety disorder, depression, PTSD, etc.)"
2/25/2026 23:12,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",6 months to 1 year,South Side,No,,,,Protest/rally,,"No, I didn't interact with anyone.",,,,No,,7,5,,"Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),3,2,1 (Not at all a limit),2,2,2,1 (Not at all a limit),1 (Not at all a limit),,,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$50,000 to $74,999",1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
2/26/2026 7:53,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",6 months to 1 year,West Cook,Yes,0,,Social event,Social event,I've only attended one event,"Yes, with a chapter/committee leader",Yes,"Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,Yes,Training for non-DSA orgs,15,4,4,"A sense of purpose/fighting for what's right, Building community/friendships, Training and experience as an organizer/activist",1 (Not at all a limit),5 (A significant limit),4,1 (Not at all a limit),3,3,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),I have too many competing priorities and insufficient time to dedicate to Chicago DSA.,,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Prefer not to say,"Less than $25,000",1 (Not at all a limit),,1 (Not at all a limit),"Yes, I have a mental health–related disability (e.g., anxiety disorder, depression, PTSD, etc.), Prefer not to say"
2/26/2026 9:22,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than a year,North Side Red Line,Yes,0,4/4/2017,Branch event,"Branch event, Committee meeting, Executive or steering committee meeting, General Chapter Meeting, Protest/rally, Social event",1-4 weeks,"Yes, with a pre-existing dues-paying member",No,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,30,4,3,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),3,2,4,4,2,3,1 (Not at all a limit),4,The organizational processes and structure are difficult to navigate.,,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$150,000 or more",3,,2,I do not identify as having a disability
2/26/2026 9:50,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than a year,South Side,Yes,0,,Political education event,"Chicago DSA 101 or 102, General Chapter Meeting, Phone/text banking, Political education event, Social event",1-3 months,"Yes, with a pre-existing dues-paying member",Yes,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,15,4,5,"Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory",5 (A significant limit),4,4,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),2,"I don't feel like I have much I can personally contribute to DSA., I have too many competing priorities and insufficient time to dedicate to Chicago DSA.",,,"White (e.g., European American, Anglo-Saxon, etc.)",Woman,Bisexual,"$150,000 or more",2,,1 (Not at all a limit),I do not identify as having a disability
2/26/2026 10:05,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than a year,North Side Red Line,Yes,0,5/1/2020,Committee meeting,"Committee meeting, Protest/rally",1-4 weeks,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader",Yes,"Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,Yes,"In my own union, I’ve been chair/co-chair and bargained contracts ",11,3,4,"A sense of purpose/fighting for what's right, Making a political difference in Chicago",2,3,3,4,2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),3,"I have too many competing priorities and insufficient time to dedicate to Chicago DSA., The organizational processes and structure are difficult to navigate., The pace of change or the volume of information related to Chicago DSA is too high.","At the time that I stopped paying dues, I felt overwhelmed by the theoretical discussions that took place at the meetings I attended and felt my energy was best spent focused on my work union. ",,"White (e.g., European American, Anglo-Saxon, etc.)",Woman,Straight/Heterosexual,"$75,000 to $99,999",2,,1 (Not at all a limit),I do not identify as having a disability
2/26/2026 10:14,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than a year,South Side,Yes,0,1/15/2017,Committee meeting,"Branch event, Committee meeting, Executive or steering committee meeting, General Chapter Meeting, Outreach/canvassing",1-3 months,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",Yes,"Yes, I was given a task/action.","Steering committee activities (Chair, Co-Chair, Secretary, Treasurer, etc.), Delegate to national convention.",No,,68,1,5,Making a political difference in Chicago,1 (Not at all a limit),3,2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),2,1 (Not at all a limit),5 (A significant limit),,No.,"I discovered that DSA is just cosplay. It is concerned with neither democracy (that is, elections) nor socialism (workers controlling the means of production). It is not relevant to people who really work for a living or have healthy family and inter-personal relationships.","White (e.g., European American, Anglo-Saxon, etc.)",Man,I don't know/questioning,"$75,000 to $99,999",1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
2/26/2026 12:34,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than a year,North Side Red Line,Yes,0,6/25/2023,Protest/rally,"Protest/rally, Social event",More than 6 months,"No, I didn't interact with anyone.",Yes,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,5,4,1,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Networking/professional development, Political education and deepening my understanding of socialism and political theory",1 (Not at all a limit),3,3,4,2,2,2,2,1 (Not at all a limit),The organizational processes and structure are difficult to navigate.,"For me, personally, it was difficult to engage with folks at DSA events. It didn't feel welcoming in the sense that the environment felt cliquey and was hard to join in on conversations with folks. It makes it hard to want to come to other events when the atmosphere isn't welcoming.",,"White (e.g., European American, Anglo-Saxon, etc.)","Non-binary, Woman",Queer,"$50,000 to $74,999",1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
2/26/2026 13:02,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than 5 years,North Side Red Line,Yes,0,1/15/2019,Protest/rally,"Phone/text banking, Protest/rally",More than 6 months,"No, I didn't interact with anyone.",No,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,8,3,4,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago",1 (Not at all a limit),2,3,2,3,5 (A significant limit),3,1 (Not at all a limit),1 (Not at all a limit),"I don't feel like I have much I can personally contribute to DSA., I feel like our current Chicago DSA efforts/initiatives aren't having enough impact.",,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$50,000 to $74,999",1 (Not at all a limit),,1 (Not at all a limit),"Yes, I have a mental health–related disability (e.g., anxiety disorder, depression, PTSD, etc.)"
2/26/2026 18:18,"Yes, I’ve been a dues-paying member of another chapter of DSA.",More than a year,North Side Blue Line,Yes,0,,Branch event,"Branch event, Social event",4-6 months,"No, I didn't interact with anyone.",No,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,4,3,3,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),2,3,2,3,1 (Not at all a limit),1 (Not at all a limit),,Feel too old for it! (I was abt 53 when I went),,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$50,000 to $74,999",1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
2/27/2026 6:37,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than a year,South Side,Yes,0,2/26/2025,Protest/rally,"Protest/rally, Strike support",More than 6 months,"No, I didn't interact with anyone.",No,No.,I have not engaged in any leadership activities within Chicago DSA.,No,,5,3,5,"Making a political difference in Chicago, Every election I want a list of approved candidates and issues.",2,3,4,2,3,5 (A significant limit),2,1 (Not at all a limit),1 (Not at all a limit),,,I’m confused about Com Ed not being a target anymore.,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"Less than $25,000",1 (Not at all a limit),,1 (Not at all a limit),"Yes, I have a mental health–related disability (e.g., anxiety disorder, depression, PTSD, etc.)"
3/2/2026 7:01,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than a year,North Side Blue Line,Yes,0,1/1/2022,Branch event,"Branch event, General Chapter Meeting, Protest/rally",1-4 weeks,"No, I didn't interact with anyone.",Yes,"Yes, I was given a task/action.",I have not engaged in any leadership activities within Chicago DSA.,No,,20,4,3,"A sense of purpose/fighting for what's right, Making a political difference in Chicago",1 (Not at all a limit),3,2,4,3,3,4,1 (Not at all a limit),1 (Not at all a limit),"I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., The organizational processes and structure are difficult to navigate.","Consensus and coalition are only useful in service to making a material difference to people's lives. I joined DSA during the height of its electoral power and also the difference it made on the ground during the George Floyd protests. But engaging over time led to a feeling that so much of the org was Doing Discourse for the sake of Doing Discourse, and that did not feel like an effective way to effect change in my community.",Adding to the above because it wasn't already an essay: CDSA is one of the largest left organizations in Chicago. Why weren't you the biggest boots on the ground last year during Trump's occupation? Milquetoast cop-friendly organizations like Indivisible Chicago burnt a huge amount of grassroots energy on ultimately vain optics. What a tremendous waste of opportunity.,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$150,000 or more",3,,2,I do not identify as having a disability
3/3/2026 14:42,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than a year,North Side Blue Line,Yes,0,3/18/2018,Committee meeting,Committee meeting,1-4 weeks,"Yes, with a pre-existing dues-paying member",Yes,"Yes, I was invited to another specific event.","Organized or facilitated meetings, events, or actions, Poli ed committee on a campaign ",Yes,I trained folks how to do 101s for the campaign ,19,4,3,"Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Helping to build a mass movement ",5 (A significant limit),3,3,2,1 (Not at all a limit),2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),"I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., I have too many competing priorities and insufficient time to dedicate to Chicago DSA., The organizational processes and structure are difficult to navigate.",,"The infighting is a lot. I don’t know how to get around this, but it is a *huge* reason why I don’t want to participate. The caucuses, the factions, etc and then the personal attacks, it derails so much. I know this is endemic in left spaces, and the sheer volume of it is difficult to parse and also keep up with. i think we do need to be able to have principled disagreements and that is hard in a very big group that wants to move fast sometimes, and also hard when it seems like people are going to be consistently aligned with their group or caucus without room for experimentation or acknowledging they were wrong about something, etc. When I was involved, there was also a lot of shit talking about each other on the public internet. This also turned me off. Maybe that has changed I dont know, but something that wont' be solved in a day, and also something also to take seriously, I think. ","White (e.g., European American, Anglo-Saxon, etc.)",Woman,Queer,"$75,000 to $99,999",3,,2,I do not identify as having a disability
3/3/2026 15:01,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than a year,North Side Blue Line,Yes,0,1/1/2015,General meeting- pre branches,"Branch event, Chicago DSA 101 or 102, Committee meeting, General Chapter Meeting, Outreach/canvassing, Phone/text banking, Political education event, Protest/rally",1-4 weeks,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",Yes,No.,"Organized or facilitated meetings, events, or actions, I have done all of these things in Madison Area DSA after moving there.",Yes,"Led and developed new member orientation, planned political activities and campaigns, worked with/advised a YDSA chapter, represented DSA in coalitions and meetings ",18,2,3,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago",1 (Not at all a limit),3,3,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),"I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., The organizational processes and structure are difficult to navigate., When I was a member DSA was disorganized and insular- it was more of a series of cliques than a mass movement organization.","The cliques and people with toxic interpersonal/relationship skills were off putting, so was the influx of new members who were anti-democratic and seemed to be more interested in DSA’s political infighting than broad based organizing work. I also encountered quite a bit of casual bigotry from DSA members that was unpleasant. ","I moved after being deeply involved in the chapter but didn’t really feel connected to the work by the time I left. There were some people doing great work but there was also a lot of political posturing, reductive and unhelpful groupthink, and other factors that made the experience less tolerable. ",Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,5 (A significant limit),,1 (Not at all a limit),Prefer not to say
3/5/2026 6:45,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",More than a year,North Side Blue Line,Yes,0,11/1/2021,Political education event,"Branch event, Committee meeting, General Chapter Meeting, Phone/text banking, Political education event, Social event, Strike support",1-4 weeks,"Yes, with a pre-existing dues-paying member",No,"Yes, I was invited to another specific event.","Organized or facilitated meetings, events, or actions",Yes,I helped facilitate a socialist night school or organizer bootcamp or something (it was 5 years ago I dont remember). I also organized EWOC events,5,3,1,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago",2,3,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),3,"I feel like our current Chicago DSA efforts/initiatives aren't having enough impact., I have too many competing priorities and insufficient time to dedicate to Chicago DSA.","This is hard to say in a kind and constructive way, but I was just very put-off by the vibes of DSA-people and spaces. Everything was framed as very urgent and serious at chapter meetings, but it was often clear some of the most urgent/serious speakers were disconnected from political and practical realities. People seemed to claim DSA was accomplishing things all on its own rather than as a part of coalitions it was a part of. People seemed disinterested and uninformed about what people outside DSA thought. Many (not all, of course!) DSA members just seemed very online in a way I could not relate to or understand. I left because I have limited free time. Even though I felt more politically aligned with DSA than some other projects in the city, I didn't want to spend my limited time and social energy with those personalities. I now organize with a neighborhood group that has more eclectic politics that I sometimes feel uncomfortable with, but the people are so much nicer and well-adjusted (and also more knowledgable on specific local affairs). In short, I just found DSA annoying to be around. I felt like I was at a model UN club.","I feel a little bad saying it as was in the last question because I know you mean well, but you asked!","White (e.g., European American, Anglo-Saxon, etc.)","Non-binary, Man",Prefer not to say,"$100,000 to $149,999",2,,1 (Not at all a limit),I do not identify as having a disability
3/5/2026 22:28,"Yes, I’ve been a dues-paying member of Chicago DSA in the past, but I am not a dues-paying member currently.",6 months to 1 year,North Side Blue Line,Yes,2,1/7/2021,Committee meeting,"Chicago DSA 101 or 102, Committee meeting, General Chapter Meeting, Outreach/canvassing, Political education event, Protest/rally, Social event",4-6 months,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader",Yes,"Yes, I was given a task/action.",I have not engaged in any leadership activities within Chicago DSA.,No,,24,3,3,"Making a political difference in Chicago, Networking/professional development, Training and experience as an organizer/activist",1 (Not at all a limit),2,2,3,2,4,5 (A significant limit),1 (Not at all a limit),1 (Not at all a limit),"I don't feel like I have much I can personally contribute to DSA., I feel ill-equipped or lack the necessary skills/knowledge.",,,"Asian or Asian American (e.g., Chinese, Japanese, Korean, Filipino, Vietnamese, Indian, Pakistani, etc.), Hispanic (Often defined by Spanish language origin/culture), Latino, Latina, or Latine (Often defined by origin/culture in Latin American countries, including Brazil)",Man,Bisexual,"$75,000 to $99,999",2,,1 (Not at all a limit),"Yes, I have a mental health–related disability (e.g., anxiety disorder, depression, PTSD, etc.), I do not identify as having a disability"
3/9/2026 11:51,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,West Cook,Yes,1,11/22/2025,Branch event,Branch event,I've only attended one event,"No, I didn't interact with anyone.",Yes,"Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,18,4,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",4,4,3,3,2,3,3,1 (Not at all a limit),1 (Not at all a limit),"I feel ill-equipped or lack the necessary skills/knowledge., I have too many competing priorities and insufficient time to dedicate to Chicago DSA.",,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Bisexual,"$100,000 to $149,999",1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
3/21/2026 10:01,"Yes, I am a current dues-paying member of Chicago DSA.",Less than 6 months,South Side,Yes,2,2/22/2026,Branch event,"Branch event, General Chapter Meeting, Outreach/canvassing, Protest/rally, Social event",1-4 weeks,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",Yes,"Yes, I was given a task/action., Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,1.5,3,4,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Networking/professional development, Political education and deepening my understanding of socialism and political theory, Training and experience as an organizer/activist",1 (Not at all a limit),4,5 (A significant limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),,School and work,,"White (e.g., European American, Anglo-Saxon, etc.)","Transgender Woman/Transfeminine, Woman",Lesbian,"Less than $25,000",1 (Not at all a limit),,1 (Not at all a limit),"Yes, I have a neurodevelopmental disability (e.g., autism, ADHD, learning disability, intellectual disability), Yes, I have a mental health–related disability (e.g., anxiety disorder, depression, PTSD, etc.)"
3/21/2026 10:52,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,South Side,Yes,6,9/1/2023,Branch event,,1-4 weeks,"Yes, with a pre-existing dues-paying member",Yes,"Yes, I was given a task/action.",I have not engaged in any leadership activities within Chicago DSA.,No,,3,3,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago",1 (Not at all a limit),3,1 (Not at all a limit),1 (Not at all a limit),3,3,3,1 (Not at all a limit),1 (Not at all a limit),"I have too many competing priorities and insufficient time to dedicate to Chicago DSA., The organizational processes and structure are difficult to navigate.",,,"Asian or Asian American (e.g., Chinese, Japanese, Korean, Filipino, Vietnamese, Indian, Pakistani, etc.)",Man,Straight/Heterosexual,"$50,000 to $74,999",2,,1 (Not at all a limit),I do not identify as having a disability
3/21/2026 11:36,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,South Side,Yes,5,1/18/2024,Branch event,"Branch event, Chicago DSA 101 or 102, General Chapter Meeting, Outreach/canvassing, Protest/rally, Social event",1-3 months,"Yes, with a pre-existing dues-paying member, Yes, with a chapter/committee leader, Yes, with another new attendee/non-member",Yes,"Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,3,2,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Networking/professional development, Political education and deepening my understanding of socialism and political theory",1 (Not at all a limit),5 (A significant limit),5 (A significant limit),5 (A significant limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),I have too many competing priorities and insufficient time to dedicate to Chicago DSA.,,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Bisexual,"$150,000 or more",1 (Not at all a limit),,1 (Not at all a limit),"Yes, I have a physical disability (e.g., mobility, chronic pain, or other physical impairments), Yes, I have a chronic illness or invisible disability (e.g., diabetes, chronic fatigue, autoimmune conditions, long COVID)"
3/21/2026 11:37,"Yes, I am a current dues-paying member of Chicago DSA.",More than a year,North Side Red Line,Yes,5,3/8/2026,Running club :),"General Chapter Meeting, Outreach/canvassing, Social event",More than 6 months,"Yes, with a pre-existing dues-paying member",No,No.,,No,,4,5,5,"A sense of purpose/fighting for what's right, Making a political difference in Chicago",1 (Not at all a limit),4,4,2,1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),1 (Not at all a limit),,,,"White (e.g., European American, Anglo-Saxon, etc.)",Man,Straight/Heterosexual,"$25,000 to $49,999",1 (Not at all a limit),,1 (Not at all a limit),I do not identify as having a disability
3/21/2026 11:38,"Yes, I am a current dues-paying member of Chicago DSA.",6 months to 1 year,North Side Red Line,Yes,4,9/13/2025,Branch event,"Branch event, General Chapter Meeting, Outreach/canvassing, Protest/rally, Social event",1-3 months,"Yes, with a pre-existing dues-paying member, Yes, with another new attendee/non-member",Yes,"Yes, I was invited to another specific event.",I have not engaged in any leadership activities within Chicago DSA.,No,,4,5,5,"A sense of purpose/fighting for what's right, Building community/friendships, Making a political difference in Chicago, Political education and deepening my understanding of socialism and political theory",1 (Not at all a limit),3,3,3,3,1 (Not at all a limit),3,1 (Not at all a limit),1 (Not at all a limit),"I don't feel like I have much I can personally contribute to DSA., I feel ill-equipped or lack the necessary skills/knowledge., I have too many competing priorities and insufficient time to dedicate to Chicago DSA.",,,"Hispanic (Often defined by Spanish language origin/culture), Latino, Latina, or Latine (Often defined by origin/culture in Latin American countries, including Brazil), White (e.g., European American, Anglo-Saxon, etc.)",Non-binary,Gay,"$25,000 to $49,999",3,,1 (Not at all a limit),"Yes, I have a mental health–related disability (e.g., anxiety disorder, depression, PTSD, etc.)"
